motor_id,horas_operacao,temperatura_c,vibracao_hz,rotacao_rpm,corrente_a,falha_registrada
motor_01,75,78.75,12.94,1795.36,15.79,0
motor_01,76,83.13,11.55,1800.85,15.82,0
motor_01,77,79.42,10.11,1791.37,15.9,0
motor_01,78,76.94,10.83,1797.87,16.04,0
motor_01,79,79.55,11.39,1806.19,15.86,0
motor_01,80,79.12,10.68,1798.52,15.75,0
motor_01,81,79.36,11.28,1794.33,15.82,0
motor_01,82,77.42,10.95,1799.76,16.13,0
motor_01,83,78.46,11.02,1787.72,15.82,0
motor_01,84,80.76,11.66,1803.91,15.76,0
motor_01,85,77.84,11.01,1797.94,15.69,0
motor_01,86,81.39,13.16,1807.94,16.16,0
motor_01,87,82.69,12.66,1800.21,16.01,0
motor_01,88,77.8,12.79,1802.91,15.71,0
motor_01,89,81.15,12.15,1787.23,15.98,0
motor_01,90,81.11,11.43,1789.01,15.88,0
motor_01,91,82.54,12.76,1790.56,15.83,0
motor_01,92,81.7,11.51,1798.39,16.2,0
motor_01,93,77.25,11.1,1791.93,15.76,0
motor_01,94,80.38,11.91,1798.91,15.92,0
motor_01,95,82.14,11.16,1793.78,16.08,0
motor_01,96,78.8,12.25,1801.71,16.22,0
motor_01,97,79.61,11.14,1797.78,16.05,0
motor_01,98,83.17,12.25,1796.43,15.89,0
motor_01,99,81.81,11.62,1805.4,15.85,0
motor_01,100,79.82,12.03,1796.25,16.23,0
motor_01,101,81.32,11.35,1797.0,15.94,0
motor_01,102,79.97,12.83,1802.99,16.04,0
motor_01,103,81.14,12.12,1787.86,16.0,0
motor_01,104,83.41,13.97,1797.0,16.06,0
motor_01,105,82.23,12.04,1801.03,15.92,0
motor_01,106,83.72,12.82,1793.12,16.28,0
motor_01,107,82.76,13.25,1799.97,15.7,0
motor_01,108,80.55,12.38,1794.26,16.21,0
motor_01,109,81.83,13.21,1796.6,16.47,0
motor_01,110,83.41,12.47,1796.64,16.23,0
motor_01,111,80.41,13.29,1794.98,16.28,0
motor_01,112,81.24,12.1,1805.96,16.19,0
motor_01,113,84.38,13.08,1792.07,16.03,0
motor_01,114,84.65,12.21,1796.8,16.78,0
motor_01,115,82.8,13.41,1799.01,16.45,0
motor_01,116,81.65,12.72,1805.86,16.02,0
motor_01,117,84.24,12.6,1784.81,16.41,0
motor_01,118,81.72,12.93,1803.97,16.63,0
motor_01,119,82.0,12.27,1801.78,16.43,0
motor_01,120,84.94,12.61,1800.52,16.28,0
motor_01,121,83.71,14.61,1795.59,16.38,0
motor_01,122,83.41,14.06,1793.58,16.51,0
motor_01,123,82.43,13.74,1799.8,16.7,0
motor_01,124,82.0,14.49,1795.74,16.29,0
motor_01,125,84.68,13.41,1792.17,16.3,0
motor_01,126,83.98,13.12,1788.28,16.47,0
motor_01,127,82.39,13.44,1793.71,16.65,0
motor_01,128,83.98,13.39,1795.75,16.28,0
motor_01,129,83.03,15.04,1797.51,16.17,0
motor_01,130,84.28,12.5,1793.95,16.56,0
motor_01,131,86.2,14.24,1787.85,16.58,0
motor_01,132,85.1,12.81,1796.99,16.17,0
motor_01,133,84.29,12.99,1782.65,16.93,0
motor_01,134,83.88,13.43,1789.39,16.44,0
motor_01,135,87.47,13.99,1792.04,16.49,0
motor_01,136,83.25,14.63,1795.9,16.29,0
motor_01,137,85.95,15.41,1795.34,16.31,0
motor_01,138,84.59,14.3,1799.51,16.77,0
motor_01,139,83.73,14.7,1794.12,16.84,0
motor_01,140,87.38,14.57,1797.1,16.8,0
motor_01,141,82.55,14.42,1789.46,17.02,0
motor_01,142,88.75,15.65,1799.33,16.86,0
motor_01,143,87.97,13.47,1787.87,16.65,0
motor_01,144,86.22,15.37,1792.01,16.72,0
motor_01,145,87.32,14.74,1790.43,16.42,0
motor_01,146,87.24,14.43,1798.22,16.37,0
motor_01,147,87.16,14.62,1786.93,17.09,0
motor_01,148,85.15,14.94,1788.88,16.78,0
motor_01,149,86.74,14.63,1787.55,16.73,0
motor_01,150,91.58,15.42,1788.48,16.76,0
motor_01,151,88.12,15.21,1796.99,16.54,0
motor_01,152,87.17,14.86,1788.94,16.32,0
motor_01,153,88.34,14.86,1795.88,16.66,0
motor_01,154,86.8,15.03,1791.25,16.75,0
motor_01,155,87.81,15.75,1786.96,16.17,0
motor_01,156,86.76,14.89,1790.54,16.65,0
motor_01,157,90.61,15.64,1785.73,16.81,0
motor_01,158,89.83,15.47,1791.61,17.06,0
motor_01,159,88.5,15.29,1792.61,17.0,0
motor_01,160,86.09,15.05,1788.25,16.84,0
motor_01,161,87.51,15.82,1787.91,16.92,0
motor_01,162,90.12,16.7,1782.78,16.83,0
motor_01,163,90.2,16.75,1786.02,16.58,0
motor_01,164,88.53,16.16,1789.11,17.05,0
motor_01,165,90.47,15.74,1793.57,16.31,0
motor_01,166,89.34,15.28,1790.32,17.02,0
motor_01,167,88.88,16.73,1793.18,17.01,0
motor_01,168,90.59,17.82,1791.71,16.61,0
motor_01,169,89.35,16.0,1784.34,17.03,0
motor_01,170,87.52,16.85,1784.2,17.1,0
motor_01,171,88.92,15.58,1787.44,17.38,0
motor_01,172,88.41,16.95,1786.65,16.81,0
motor_01,173,90.24,15.75,1784.83,16.87,0
motor_01,174,90.18,16.03,1783.49,17.1,0
motor_01,175,89.23,16.5,1789.09,17.14,0
motor_01,176,89.72,16.71,1788.39,17.02,0
motor_01,177,89.82,15.8,1789.46,17.11,0
motor_01,178,89.43,17.21,1791.66,17.25,0
motor_01,179,91.2,17.66,1782.57,17.38,0
motor_01,180,89.65,16.37,1788.73,17.0,0
motor_01,181,93.32,16.44,1789.34,16.95,0
motor_01,182,89.77,18.11,1790.56,16.95,0
motor_01,183,88.55,17.07,1785.97,17.54,0
motor_01,184,92.83,17.41,1777.06,16.81,0
motor_01,185,93.0,18.25,1786.14,16.78,0
motor_01,186,91.48,16.69,1774.56,17.48,0
motor_01,187,91.53,17.62,1789.3,16.91,0
motor_01,188,93.82,18.94,1783.04,16.95,0
motor_01,189,93.09,15.52,1782.61,16.92,0
motor_01,190,94.61,18.54,1779.73,17.27,0
motor_01,191,91.85,17.23,1783.48,17.49,0
motor_01,192,92.28,16.47,1779.07,17.62,0
motor_01,193,89.17,17.51,1778.83,17.22,0
motor_01,194,92.38,18.06,1786.35,17.25,0
motor_01,195,93.26,17.46,1779.08,17.06,0
motor_01,196,91.48,19.0,1773.15,17.5,0
motor_01,197,92.48,18.12,1779.78,16.74,0
motor_01,198,90.51,19.26,1781.36,17.18,0
motor_01,199,92.57,18.0,1780.65,16.95,0
motor_01,200,94.65,18.18,1777.49,16.94,0
motor_01,201,91.22,17.72,1782.52,17.51,0
motor_01,202,91.97,19.06,1776.92,17.15,0
motor_01,203,93.68,19.0,1775.99,16.99,0
motor_01,204,90.4,18.29,1781.1,17.06,0
motor_01,205,94.89,18.61,1778.85,17.33,0
motor_01,206,91.53,18.27,1775.03,17.51,0
motor_01,207,95.52,18.59,1770.06,16.88,0
motor_01,208,92.37,18.13,1771.92,17.63,0
motor_01,209,94.96,19.71,1774.56,17.5,0
motor_01,210,90.94,20.4,1774.71,17.32,0
motor_01,211,92.31,18.88,1774.54,16.91,0
motor_01,212,93.91,18.93,1782.79,17.27,0
motor_01,213,93.15,19.15,1773.82,17.32,0
motor_01,214,95.38,19.39,1778.03,17.54,0
motor_01,215,94.18,19.08,1769.33,17.49,0
motor_01,216,94.8,20.7,1784.1,17.35,0
motor_01,217,93.91,21.68,1764.03,18.0,0
motor_01,218,94.31,20.45,1774.81,17.6,0
motor_01,219,96.92,19.4,1774.68,17.24,0
motor_01,220,94.2,20.71,1775.97,17.2,0
motor_01,221,95.85,21.12,1775.25,17.31,0
motor_01,222,95.6,20.81,1784.7,17.19,0
motor_01,223,94.0,18.9,1769.3,17.43,0
motor_01,224,96.27,21.62,1770.34,17.35,0
motor_01,225,96.8,21.45,1769.53,17.35,0
motor_01,226,96.3,21.0,1775.19,17.66,0
motor_01,227,95.54,22.27,1769.96,17.55,0
motor_01,228,96.24,19.66,1779.75,17.27,0
motor_01,229,97.04,21.11,1764.9,17.59,0
motor_01,230,95.44,21.53,1769.4,17.6,0
motor_01,231,97.87,20.95,1761.93,17.78,0
motor_01,232,97.78,21.91,1771.67,18.06,0
motor_01,233,96.1,21.27,1758.7,17.92,0
motor_01,234,96.94,22.79,1765.48,17.59,0
motor_01,235,97.77,22.79,1762.08,17.4,0
motor_01,236,97.45,22.51,1769.74,17.69,0
motor_01,237,95.23,20.11,1772.87,17.51,0
motor_01,238,95.62,22.58,1761.42,17.83,0
motor_01,239,97.32,22.92,1768.6,17.75,0
motor_01,240,97.4,22.21,1768.33,17.63,0
motor_01,241,97.25,21.8,1763.13,17.69,0
motor_01,242,95.04,22.4,1767.9,17.72,0
motor_01,243,97.35,22.79,1759.49,17.8,0
motor_01,244,97.97,22.84,1757.37,17.29,0
motor_01,245,95.13,23.76,1759.62,17.81,0
motor_01,246,99.15,23.17,1765.11,17.89,0
motor_01,247,99.53,24.17,1757.57,17.98,0
motor_01,248,96.71,23.09,1755.2,17.77,0
motor_01,249,99.01,22.76,1764.89,17.93,0
motor_01,250,99.18,25.44,1755.5,18.04,0
motor_01,251,97.63,23.25,1756.18,17.84,0
motor_01,252,99.24,23.89,1762.58,18.32,0
motor_01,253,97.38,23.32,1753.68,17.85,0
motor_01,254,100.39,23.17,1755.13,17.92,0
motor_01,255,96.0,23.28,1751.06,17.74,0
motor_01,256,98.64,21.68,1757.93,17.71,0
motor_01,257,98.46,24.86,1750.6,17.99,0
motor_01,258,96.66,23.81,1749.54,17.86,0
motor_01,259,98.25,23.18,1743.92,17.69,0
motor_01,260,98.82,24.94,1753.5,17.94,0
motor_01,261,100.42,24.54,1758.03,17.77,0
motor_01,262,101.8,25.62,1756.71,17.87,0
motor_01,263,96.93,25.39,1757.08,17.84,0
motor_01,264,99.86,24.19,1751.66,18.06,0
motor_01,265,99.72,24.64,1744.37,18.12,1
motor_02,1,68.69,9.82,1801.38,15.29,0
motor_02,2,69.86,9.11,1797.33,14.9,0
motor_02,3,71.55,10.82,1798.32,15.08,0
motor_02,4,70.16,10.09,1806.83,14.97,0
motor_02,5,69.37,10.05,1805.21,15.2,0
motor_02,6,68.36,8.68,1810.06,14.98,0
motor_02,7,72.37,10.06,1797.37,15.19,0
motor_02,8,70.48,10.04,1800.43,14.66,0
motor_02,9,70.67,9.94,1800.3,14.69,0
motor_02,10,69.16,8.62,1803.43,15.24,0
motor_02,11,75.65,10.66,1804.63,14.98,0
motor_02,12,71.6,11.53,1800.6,14.96,0
motor_02,13,69.44,8.41,1801.32,15.1,0
motor_02,14,67.56,9.95,1795.27,15.24,0
motor_02,15,73.47,10.32,1799.57,15.23,0
motor_02,16,71.69,11.58,1795.33,14.81,0
motor_02,17,71.77,11.66,1800.18,15.13,0
motor_02,18,72.62,11.07,1800.8,15.71,0
motor_02,19,74.18,11.14,1802.21,15.42,0
motor_02,20,71.61,10.3,1807.67,15.16,0
motor_02,21,70.59,10.95,1800.91,15.28,0
motor_02,22,71.93,11.49,1807.79,15.24,0
motor_02,23,72.54,10.54,1794.41,15.31,0
motor_02,24,71.55,10.39,1806.05,15.32,0
motor_02,25,71.93,10.24,1808.56,15.42,0
motor_02,26,72.58,10.95,1791.79,14.95,0
motor_02,27,74.09,10.32,1795.12,15.3,0
motor_02,28,75.61,10.89,1807.68,15.25,0
motor_02,29,72.59,9.88,1799.94,15.17,0
motor_02,30,73.16,8.96,1801.38,15.45,0
motor_02,31,75.28,8.89,1798.7,15.27,0
motor_02,32,73.62,9.81,1801.32,15.52,0
motor_02,33,75.87,8.85,1795.98,15.28,0
motor_02,34,72.19,11.07,1806.65,15.18,0
motor_02,35,75.05,9.85,1801.21,15.38,0
motor_02,36,72.94,9.83,1796.73,15.43,0
motor_02,37,74.21,12.1,1797.71,15.17,0
motor_02,38,72.65,9.95,1796.85,15.52,0
motor_02,39,73.97,11.03,1799.61,15.4,0
motor_02,40,74.94,10.62,1808.89,15.43,0
motor_02,41,73.37,10.99,1804.18,15.2,0
motor_02,42,72.54,9.41,1804.77,15.54,0
motor_02,43,74.31,10.5,1791.93,15.24,0
motor_02,44,73.5,10.97,1793.92,15.75,0
motor_02,45,75.73,10.97,1800.44,15.55,0
motor_02,46,75.04,10.08,1799.67,15.19,0
motor_02,47,73.14,8.79,1803.48,15.46,0
motor_02,48,74.49,10.07,1791.43,15.66,0
motor_02,49,74.67,10.51,1794.71,15.3,0
motor_02,50,72.75,10.76,1798.96,15.66,0
motor_02,51,74.2,9.79,1799.09,15.33,0
motor_02,52,76.9,9.96,1797.64,15.67,0
motor_02,53,78.1,12.1,1795.59,15.44,0
motor_02,54,74.22,11.1,1808.99,15.44,0
motor_02,55,76.94,10.53,1786.45,15.51,0
motor_02,56,74.08,11.75,1792.61,15.45,0
motor_02,57,74.17,11.47,1799.15,15.54,0
motor_02,58,76.44,11.09,1799.72,15.29,0
motor_02,59,77.46,9.79,1801.02,15.6,0
motor_02,60,75.83,11.21,1788.82,15.78,0
motor_02,61,78.19,10.15,1799.66,15.88,0
motor_02,62,76.92,12.18,1797.66,15.54,0
motor_02,63,79.1,10.8,1804.65,15.7,0
motor_02,64,75.25,11.04,1801.56,15.15,0
motor_02,65,78.41,10.66,1795.85,15.92,0
motor_02,66,77.73,11.57,1798.09,15.96,0
motor_02,67,75.22,10.95,1803.06,15.79,0
motor_02,68,78.5,11.09,1801.53,15.61,0
motor_02,69,77.19,10.61,1781.99,15.83,0
motor_02,70,77.38,10.92,1794.63,15.88,0
motor_02,71,79.0,10.14,1798.15,16.0,0
motor_02,72,77.3,12.08,1802.95,15.93,0
motor_02,73,79.99,11.47,1799.68,15.79,0
motor_02,74,78.0,12.12,1795.57,15.31,0
motor_02,75,77.96,11.25,1802.38,15.54,0
motor_02,76,77.76,11.21,1799.55,15.75,0
motor_02,77,80.99,12.52,1804.47,15.87,0
motor_02,78,79.96,11.47,1808.17,15.54,0
motor_02,79,77.6,11.88,1803.66,15.39,0
motor_02,80,78.69,10.16,1794.71,16.01,0
motor_02,81,80.29,12.85,1800.93,16.15,0
motor_02,82,78.79,11.61,1801.25,15.96,0
motor_02,83,78.18,11.9,1809.69,16.18,0
motor_02,84,79.93,11.61,1793.9,16.0,0
motor_02,85,78.71,10.9,1802.87,15.98,0
motor_02,86,78.64,11.43,1791.53,15.74,0
motor_02,87,79.56,12.33,1791.63,15.67,0
motor_02,88,82.1,12.72,1792.23,15.92,0
motor_02,89,78.41,12.09,1796.53,15.74,0
motor_02,90,80.32,10.44,1804.33,16.02,0
motor_02,91,80.36,11.0,1796.38,16.26,0
motor_02,92,80.88,12.1,1817.78,16.15,0
motor_02,93,79.71,11.67,1800.29,16.12,0
motor_02,94,82.28,12.19,1803.62,16.0,0
motor_02,95,79.37,11.32,1797.36,16.06,0
motor_02,96,81.63,13.31,1796.7,15.84,0
motor_02,97,81.47,12.12,1798.42,16.3,0
motor_02,98,79.2,10.4,1801.57,15.97,0
motor_02,99,81.16,12.58,1797.75,16.02,0
motor_02,100,79.2,11.56,1803.09,15.84,0
motor_02,101,80.81,12.28,1794.57,16.21,0
motor_02,102,82.25,12.96,1796.06,16.37,0
motor_02,103,84.36,12.17,1792.69,16.12,0
motor_02,104,77.77,12.05,1798.81,16.03,0
motor_02,105,79.87,13.06,1795.1,16.15,0
motor_02,106,81.92,13.41,1803.13,16.18,0
motor_02,107,84.69,11.87,1796.58,15.79,0
motor_02,108,81.72,12.78,1800.35,16.16,0
motor_02,109,82.63,13.04,1805.69,16.42,0
motor_02,110,83.07,13.59,1799.63,15.82,0
motor_02,111,82.62,12.91,1789.65,16.21,0
motor_02,112,83.42,13.22,1799.71,16.21,0
motor_02,113,82.96,11.86,1796.01,16.53,0
motor_02,114,82.49,12.03,1798.08,16.14,0
motor_02,115,82.54,13.77,1795.66,16.73,0
motor_02,116,80.4,12.61,1797.63,16.24,0
motor_02,117,80.63,12.04,1792.34,16.18,0
motor_02,118,82.36,12.83,1796.4,16.19,0
motor_02,119,81.58,13.54,1789.07,15.95,0
motor_02,120,83.48,12.58,1788.68,16.58,0
motor_02,121,81.99,12.83,1801.06,16.43,0
motor_02,122,81.12,11.58,1798.21,16.19,0
motor_02,123,84.34,13.59,1784.42,16.3,0
motor_02,124,81.96,12.35,1796.44,16.3,0
motor_02,125,84.65,12.68,1810.79,16.69,0
motor_02,126,85.4,13.89,1795.71,16.23,0
motor_02,127,86.17,11.78,1788.37,16.41,0
motor_02,128,83.59,12.71,1791.23,16.05,0
motor_02,129,84.63,12.67,1797.19,16.6,0
motor_02,130,85.52,13.32,1802.78,16.0,0
motor_02,131,84.64,13.53,1789.1,16.63,0
motor_02,132,85.6,14.89,1802.61,16.06,0
motor_02,133,85.99,13.72,1797.51,16.44,0
motor_02,134,80.18,13.6,1793.94,16.49,0
motor_02,135,84.53,12.99,1801.17,16.68,0
motor_02,136,84.78,15.19,1793.06,16.36,0
motor_02,137,83.8,13.67,1797.64,16.2,0
motor_02,138,83.49,14.05,1785.43,16.44,0
motor_02,139,84.14,13.49,1798.14,16.56,0
motor_02,140,87.82,13.7,1801.5,16.87,0
motor_02,141,85.45,13.76,1789.88,16.67,0
motor_02,142,86.32,13.57,1798.25,16.49,0
motor_02,143,85.98,14.76,1779.0,16.39,0
motor_02,144,87.0,13.86,1796.13,16.66,0
motor_02,145,85.63,14.63,1794.19,16.38,0
motor_02,146,85.06,15.2,1791.06,16.29,0
motor_02,147,84.4,14.27,1793.14,16.71,0
motor_02,148,89.62,12.59,1794.1,16.93,0
motor_02,149,88.51,15.54,1792.02,16.16,0
motor_02,150,86.56,13.72,1794.14,16.63,0
motor_02,151,87.56,15.03,1791.98,16.82,0
motor_02,152,86.71,13.61,1794.45,16.49,0
motor_02,153,87.83,14.83,1793.06,16.86,0
motor_02,154,84.87,14.08,1795.6,16.73,0
motor_02,155,85.31,14.93,1791.64,17.01,0
motor_02,156,87.97,15.82,1791.75,16.81,0
motor_02,157,85.65,14.98,1788.1,16.51,0
motor_02,158,85.18,15.4,1787.32,16.51,0
motor_02,159,85.66,14.43,1789.5,16.81,0
motor_02,160,87.15,13.27,1790.33,16.66,0
motor_02,161,87.85,15.33,1777.37,16.78,0
motor_02,162,88.12,15.67,1783.0,16.92,0
motor_02,163,86.44,15.07,1799.2,16.65,0
motor_02,164,85.06,15.76,1784.49,16.66,0
motor_02,165,89.8,14.5,1795.13,17.07,0
motor_02,166,85.7,14.4,1798.81,16.92,0
motor_02,167,87.39,15.95,1786.49,17.08,0
motor_02,168,90.08,16.79,1785.11,16.5,0
motor_02,169,91.62,14.7,1785.84,16.7,0
motor_02,170,86.41,15.61,1792.26,16.8,0
motor_02,171,88.57,16.24,1788.43,16.75,0
motor_02,172,90.08,15.88,1790.65,16.81,0
motor_02,173,85.78,16.35,1781.94,17.0,0
motor_02,174,88.91,16.13,1786.75,16.87,0
motor_02,175,88.34,16.24,1783.74,17.17,0
motor_02,176,87.57,15.05,1791.25,16.79,0
motor_02,177,88.51,16.01,1786.94,16.91,0
motor_02,178,90.94,17.66,1786.14,16.95,0
motor_02,179,92.15,15.67,1787.57,16.85,0
motor_02,180,90.43,16.34,1792.21,16.8,0
motor_02,181,88.66,16.79,1787.86,16.78,0
motor_02,182,90.04,15.47,1783.95,17.24,0
motor_02,183,90.1,16.56,1778.56,16.95,0
motor_02,184,88.27,16.6,1786.39,16.98,0
motor_02,185,91.6,16.88,1778.96,16.95,0
motor_02,186,88.75,15.95,1781.67,16.99,0
motor_02,187,90.15,16.48,1786.89,17.36,0
motor_02,188,92.45,15.86,1789.4,17.21,0
motor_02,189,89.47,18.22,1779.2,17.13,0
motor_02,190,90.18,15.98,1774.2,17.19,0
motor_02,191,90.34,17.33,1779.06,17.01,0
motor_02,192,92.6,18.17,1791.84,17.32,0
motor_02,193,92.83,17.9,1788.14,16.86,0
motor_02,194,90.83,18.71,1786.72,16.93,0
motor_02,195,91.71,18.06,1779.67,17.09,0
motor_02,196,91.76,18.08,1781.16,17.49,0
motor_02,197,93.57,18.24,1789.91,17.4,0
motor_02,198,91.49,19.94,1788.09,17.2,0
motor_02,199,91.48,17.66,1773.61,17.21,0
motor_02,200,90.82,17.34,1775.7,17.1,0
motor_02,201,93.22,19.16,1786.38,17.36,0
motor_02,202,88.06,19.53,1783.6,17.41,0
motor_02,203,91.95,17.47,1776.49,17.47,0
motor_02,204,93.56,17.83,1769.29,17.03,0
motor_02,205,92.21,18.19,1773.17,17.32,0
motor_02,206,92.15,18.36,1773.98,17.17,0
motor_02,207,93.15,18.94,1773.64,17.43,0
motor_02,208,91.18,17.06,1778.2,17.65,0
motor_02,209,92.44,20.04,1777.81,17.47,0
motor_02,210,92.49,18.56,1775.66,16.84,0
motor_02,211,94.78,20.42,1779.93,17.7,0
motor_02,212,92.59,19.18,1771.74,17.39,0
motor_02,213,93.59,18.08,1774.62,17.35,0
motor_02,214,93.63,20.43,1776.34,17.74,0
motor_02,215,93.14,20.3,1771.47,17.21,0
motor_02,216,92.89,20.21,1785.92,17.03,0
motor_02,217,93.79,19.53,1771.37,17.63,0
motor_02,218,91.51,17.92,1777.46,17.52,0
motor_02,219,95.03,18.55,1777.03,17.49,0
motor_02,220,91.02,19.2,1778.94,17.27,0
motor_02,221,93.48,19.8,1775.31,17.27,0
motor_02,222,92.71,19.25,1767.27,17.49,0
motor_02,223,94.05,19.27,1773.33,17.55,0
motor_02,224,95.3,19.29,1773.09,17.39,0
motor_02,225,94.68,19.63,1769.82,17.4,0
motor_02,226,94.08,21.51,1768.38,17.39,0
motor_02,227,97.77,19.56,1772.02,17.57,0
motor_02,228,94.68,20.84,1761.57,17.72,0
motor_02,229,93.87,20.93,1763.69,17.48,0
motor_02,230,95.13,19.79,1773.97,17.4,0
motor_02,231,93.94,20.22,1766.14,17.92,0
motor_02,232,94.58,19.56,1771.05,17.58,0
motor_02,233,95.76,20.74,1773.56,17.43,0
motor_02,234,93.45,19.45,1772.22,17.54,0
motor_02,235,94.27,20.34,1777.43,18.03,0
motor_02,236,95.98,20.72,1761.73,17.84,0
motor_02,237,96.44,20.65,1762.4,17.35,0
motor_02,238,93.97,20.94,1763.09,17.6,0
motor_02,239,96.18,19.76,1775.76,17.61,0
motor_02,240,97.64,22.18,1773.68,17.19,0
motor_02,241,96.52,22.33,1765.48,17.84,0
motor_02,242,96.85,21.02,1765.76,17.82,0
motor_02,243,93.9,22.03,1766.9,17.56,0
motor_02,244,95.57,21.86,1758.94,17.44,0
motor_02,245,93.62,22.24,1767.61,17.58,0
motor_02,246,95.34,20.97,1757.99,17.89,0
motor_02,247,95.82,21.81,1769.29,17.67,0
motor_02,248,99.96,21.64,1774.23,17.71,0
motor_02,249,97.96,21.92,1763.58,17.85,0
motor_02,250,96.34,23.8,1763.35,17.63,0
motor_02,251,96.16,22.7,1765.86,17.83,0
motor_02,252,98.27,22.56,1760.44,17.71,0
motor_02,253,99.08,23.31,1766.66,17.83,0
motor_02,254,97.57,22.77,1760.18,17.63,0
motor_02,255,99.62,23.66,1752.94,17.68,0
motor_02,256,98.12,24.13,1759.52,17.67,0
motor_02,257,98.05,22.18,1753.2,17.67,0
motor_02,258,98.7,22.8,1759.81,17.91,0
motor_02,259,96.49,23.54,1753.17,17.78,0
motor_02,260,97.63,22.64,1761.44,18.07,0
motor_02,261,99.28,22.41,1755.41,17.82,0
motor_02,262,99.74,22.43,1749.13,17.66,0
motor_02,263,97.91,24.93,1753.38,18.03,0
motor_02,264,99.87,22.6,1756.6,18.12,0
motor_02,265,96.34,24.15,1766.95,17.69,0
motor_02,266,98.66,23.8,1758.58,17.63,0
motor_02,267,98.9,25.44,1768.04,17.71,0
motor_02,268,98.07,23.21,1750.3,17.87,0
motor_02,269,98.92,25.77,1747.02,17.89,0
